Linux 6.5.0-44-generic (npc2408016) 	07/01/2025 	_x86_64_	(22 CPU)

11:43:17 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:43:18 AM  1000     25019    1.00    0.00    0.00    0.00    1.00     3  listener
11:43:18 AM  1000     25021    0.00    1.00    0.00    0.00    1.00     5  listener
11:43:18 AM  1000     25023    0.00    0.00    0.00    0.00    0.00    10  listener
11:43:18 AM  1000     25025    1.00    0.00    0.00    0.00    1.00     3  listener
11:43:18 AM  1000     25027    1.00    0.00    0.00    0.00    1.00     3  listener
11:43:18 AM  1000     25029    1.00    0.00    0.00    0.00    1.00    15  listener
11:43:18 AM  1000     25031    1.00    1.00    0.00    0.00    2.00     1  listener
11:43:18 AM  1000     25033    0.00    0.00    0.00    0.00    0.00     1  listener
11:43:18 AM  1000     25035    1.00    0.00    0.00    0.00    1.00     3  listener
11:43:18 AM  1000     25037    1.00    0.00    0.00    0.00    1.00     8  listener
11:43:18 AM  1000     25039    0.00    0.00    0.00    0.00    0.00     3  listener
11:43:18 AM  1000     25042    1.00    0.00    0.00    0.00    1.00     6  listener
11:43:18 AM  1000     25046    0.00    1.00    0.00    0.00    1.00     3  listener
11:43:18 AM  1000     25055    1.00    0.00    0.00    0.00    1.00     1  listener
11:43:18 AM  1000     25079    1.00    0.00    0.00    0.00    1.00     2  listener
11:43:18 AM  1000     25086    0.00    0.00    0.00    0.00    0.00     3  listener

11:43:18 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:43:19 AM  1000     25019    0.00    0.00    0.00    0.00    0.00    10  listener
11:43:19 AM  1000     25021    1.00    1.00    0.00    0.00    2.00     5  listener
11:43:19 AM  1000     25023    0.00    0.00    0.00    0.00    0.00     3  listener
11:43:19 AM  1000     25025    1.00    1.00    0.00    0.00    2.00     3  listener
11:43:19 AM  1000     25027    0.00    0.00    0.00    0.00    0.00     3  listener
11:43:19 AM  1000     25029    1.00    0.00    0.00    0.00    1.00    10  listener
11:43:19 AM  1000     25031    1.00    1.00    0.00    0.00    2.00     8  listener
11:43:19 AM  1000     25033    1.00    0.00    0.00    0.00    1.00     3  listener
11:43:19 AM  1000     25035    0.00    1.00    0.00    0.00    1.00     3  listener
11:43:19 AM  1000     25037    1.00    1.00    0.00    0.00    2.00     8  listener
11:43:19 AM  1000     25039    0.00    0.00    0.00    0.00    0.00     3  listener
11:43:19 AM  1000     25042    1.00    1.00    0.00    0.00    2.00     3  listener
11:43:19 AM  1000     25046    1.00    1.00    0.00    0.00    2.00     8  listener
11:43:19 AM  1000     25055    1.00    0.00    0.00    0.00    1.00     1  listener
11:43:19 AM  1000     25079    1.00    0.00    0.00    0.00    1.00     2  listener
11:43:19 AM  1000     25086    0.00    0.00    0.00    0.00    0.00     3  listener

11:43:19 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:43:20 AM  1000     25019    0.00    1.00    0.00    0.00    1.00     1  listener
11:43:20 AM  1000     25021    1.00    1.00    0.00    0.00    2.00     8  listener
11:43:20 AM  1000     25023    1.00    1.00    0.00    0.00    2.00     3  listener
11:43:20 AM  1000     25025    0.00    0.00    0.00    0.00    0.00     5  listener
11:43:20 AM  1000     25027    0.00    0.00    0.00    0.00    0.00     3  listener
11:43:20 AM  1000     25029    1.00    1.00    0.00    0.00    2.00     1  listener
11:43:20 AM  1000     25031    0.00    1.00    0.00    0.00    1.00     1  listener
11:43:20 AM  1000     25033    0.00    1.00    0.00    0.00    1.00     3  listener
11:43:20 AM  1000     25035    1.00    2.00    0.00    0.00    3.00     1  listener
11:43:20 AM  1000     25037    1.00    0.00    0.00    0.00    1.00     3  listener
