Linux 6.5.0-44-generic (npc2408016) 	06/18/2025 	_x86_64_	(22 CPU)

09:57:32 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
09:57:33 AM  1000     21218   16.00    8.00    0.00    0.00   24.00    15  talker
09:57:34 AM  1000     21218   12.00   11.00    0.00    0.00   23.00    15  talker
09:57:35 AM  1000     21218   12.00   10.00    0.00    0.00   22.00     7  talker
09:57:36 AM  1000     21218   11.00   12.00    0.00    0.00   23.00    19  talker
09:57:37 AM  1000     21218   13.00    9.00    0.00    0.00   22.00     0  talker
09:57:38 AM  1000     21218   10.00   13.00    0.00    0.00   23.00     0  talker
09:57:39 AM  1000     21218   10.00   12.00    0.00    0.00   22.00     1  talker
09:57:40 AM  1000     21218   14.00    9.00    0.00    0.00   23.00    19  talker
09:57:41 AM  1000     21218   10.00   14.00    0.00    0.00   24.00    14  talker
09:57:42 AM  1000     21218   10.00   12.00    0.00    0.00   22.00    10  talker
09:57:43 AM  1000     21218   11.00   12.00    0.00    0.00   23.00    19  talker
09:57:44 AM  1000     21218   12.00   11.00    0.00    0.00   23.00     5  talker
09:57:45 AM  1000     21218    9.00   13.00    0.00    0.00   22.00    18  talker
09:57:46 AM  1000     21218   10.00   14.00    0.00    0.00   24.00    15  talker
09:57:47 AM  1000     21218    9.00   12.00    0.00    0.00   21.00    12  talker
09:57:48 AM  1000     21218   11.00   13.00    0.00    0.00   24.00    18  talker
09:57:49 AM  1000     21218    9.00   14.00    0.00    0.00   23.00    15  talker
09:57:50 AM  1000     21218   12.00   11.00    0.00    0.00   23.00     5  talker
09:57:51 AM  1000     21218   11.00   11.00    0.00    0.00   22.00    13  talker
09:57:52 AM  1000     21218    9.00   13.00    0.00    0.00   22.00     3  talker
09:57:53 AM  1000     21218   13.00   10.00    0.00    0.00   23.00     9  talker
09:57:54 AM  1000     21218   10.00   13.00    0.00    0.00   23.00    16  talker
09:57:55 AM  1000     21218    7.00   15.00    0.00    0.00   22.00    10  talker
09:57:56 AM  1000     21218   11.00   12.00    0.00    0.00   23.00    13  talker
09:57:57 AM  1000     21218   11.00   11.00    0.00    0.00   22.00     7  talker
09:57:58 AM  1000     21218   15.00    8.00    0.00    0.00   23.00    12  talker
09:57:59 AM  1000     21218   11.00   11.00    0.00    0.00   22.00    13  talker
09:58:00 AM  1000     21218   14.00   11.00    0.00    0.00   25.00     1  talker
09:58:01 AM  1000     21218   16.00    7.00    0.00    0.00   23.00    14  talker
09:58:02 AM  1000     21218   11.00   11.00    0.00    0.00   22.00    13  talker
09:58:03 AM  1000     21218   14.00   10.00    0.00    0.00   24.00    11  talker
09:58:04 AM  1000     21218   14.00    9.00    0.00    0.00   23.00    17  talker
09:58:05 AM  1000     21218   13.00    9.00    0.00    0.00   22.00    16  talker
09:58:06 AM  1000     21218   15.00    7.00    0.00    0.00   22.00     0  talker
09:58:07 AM  1000     21218   14.00    9.00    0.00    0.00   23.00    16  talker
09:58:08 AM  1000     21218   17.00    5.00    0.00    0.00   22.00     6  talker
09:58:09 AM  1000     21218   18.00    5.00    0.00    0.00   23.00     8  talker
09:58:10 AM  1000     21218   15.00    7.00    0.00    0.00   22.00     6  talker
09:58:11 AM  1000     21218   18.00    6.00    0.00    0.00   24.00    12  talker
09:58:12 AM  1000     21218   18.00    4.00    0.00    0.00   22.00     3  talker
09:58:13 AM  1000     21218   18.00    4.00    0.00    0.00   22.00     7  talker
09:58:14 AM  1000     21218   18.00    4.00    0.00    0.00   22.00    16  talker
09:58:15 AM  1000     21218   17.00    5.00    0.00    0.00   22.00     0  talker
09:58:16 AM  1000     21218   18.00    4.00    0.00    0.00   22.00    16  talker
09:58:17 AM  1000     21218   18.00    4.00    0.00    0.00   22.00    10  talker
09:58:18 AM  1000     21218   19.00    4.00    0.00    0.00   23.00    17  talker
09:58:19 AM  1000     21218   18.00    4.00    0.00    0.00   22.00    10  talker
09:58:20 AM  1000     21218   18.00    4.00    0.00    0.00   22.00    13  talker
09:58:21 AM  1000     21218   19.00    4.00    0.00    0.00   23.00    16  talker
09:58:22 AM  1000     21218   19.00    3.00    0.00    0.00   22.00    12  talker
09:58:23 AM  1000     21218   19.00    3.00    0.00    0.00   22.00     5  talker
09:58:24 AM  1000     21218   18.00    5.00    0.00    0.00   23.00    18  talker
09:58:25 AM  1000     21218   19.00    3.00    0.00    0.00   22.00    19  talker
09:58:26 AM  1000     21218   20.00    3.00    0.00    0.00   23.00     4  talker
09:58:27 AM  1000     21218   19.00    3.00    0.00    0.00   22.00     5  talker
09:58:28 AM  1000     21218   20.00    3.00    0.00    0.00   23.00    10  talker
09:58:29 AM  1000     21218   20.00    3.00    0.00    0.00   23.00    12  talker
09:58:30 AM  1000     21218   19.00    3.00    0.00    0.00   22.00    19  talker
09:58:31 AM  1000     21218   19.00    4.00    0.00    0.00   23.00     2  talker
09:58:32 AM  1000     21218   18.00    4.00    0.00    0.00   22.00     4  talker
Average:     1000     21218   14.48    8.13    0.00    0.00   22.62     -  talker
