Linux 6.5.0-44-generic (npc2408016) 	06/17/2025 	_x86_64_	(22 CPU)

10:35:59 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:36:00 AM  1000     21461    3.96    9.90    0.00    0.00   13.86     9  listener
10:36:00 AM  1000     21463    0.00   16.83    0.00    0.00   16.83    18  listener
10:36:00 AM  1000     21465    9.90    3.96    0.00    0.00   13.86    16  listener
10:36:00 AM  1000     21467    2.97   11.88    0.00    0.00   14.85     3  listener
10:36:00 AM  1000     21469    1.98   12.87    0.00    0.00   14.85    10  listener
10:36:00 AM  1000     21471    8.91    3.96    0.00    0.00   12.87     1  listener
10:36:00 AM  1000     21473   10.89    2.97    0.00    0.00   13.86     9  listener
10:36:00 AM  1000     21475    9.90    2.97    0.00    0.00   12.87     3  listener
10:36:00 AM  1000     21477   14.85    0.99    0.00    0.00   15.84    13  listener
10:36:00 AM  1000     21479    8.91    4.95    0.00    0.00   13.86    13  listener
10:36:00 AM  1000     21481    3.96   10.89    0.00    0.00   14.85    19  listener
10:36:00 AM  1000     21483    0.00    0.00    0.00    0.00    0.00     4  listener

10:36:00 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:36:01 AM  1000     21461    3.00    9.00    0.00    0.00   12.00    13  listener
10:36:01 AM  1000     21463    0.00   16.00    0.00    0.00   16.00    18  listener
10:36:01 AM  1000     21465   11.00    4.00    0.00    0.00   15.00    16  listener
10:36:01 AM  1000     21467    5.00    9.00    0.00    0.00   14.00     0  listener
10:36:01 AM  1000     21469    3.00   12.00    0.00    0.00   15.00    10  listener
10:36:01 AM  1000     21471   10.00    4.00    0.00    0.00   14.00     8  listener
10:36:01 AM  1000     21473   12.00    3.00    0.00    0.00   15.00    15  listener
10:36:01 AM  1000     21475   12.00    2.00    0.00    0.00   14.00    17  listener
10:36:01 AM  1000     21477    9.00    6.00    0.00    0.00   15.00     4  listener
10:36:01 AM  1000     21479    9.00    4.00    0.00    0.00   13.00     8  listener
10:36:01 AM  1000     21481    4.00   12.00    0.00    0.00   16.00     5  listener
10:36:01 AM  1000     21483    0.00    0.00    0.00    0.00    0.00     4  listener

10:36:01 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:36:02 AM  1000     21461    4.00   10.00    0.00    0.00   14.00     9  listener
10:36:02 AM  1000     21463    0.00   16.00    0.00    0.00   16.00     3  listener
10:36:02 AM  1000     21465    8.00    7.00    0.00    0.00   15.00     0  listener
10:36:02 AM  1000     21467    6.00    8.00    0.00    0.00   14.00     1  listener
10:36:02 AM  1000     21469    2.00   11.00    0.00    0.00   13.00    10  listener
10:36:02 AM  1000     21471   10.00    4.00    0.00    0.00   14.00     8  listener
10:36:02 AM  1000     21473   11.00    3.00    0.00    0.00   14.00     9  listener
10:36:02 AM  1000     21475   11.00    2.00    0.00    0.00   13.00    17  listener
10:36:02 AM  1000     21477   13.00    2.00    0.00    0.00   15.00    18  listener
10:36:02 AM  1000     21479    9.00    4.00    0.00    0.00   13.00     8  listener
10:36:02 AM  1000     21481    4.00   11.00    0.00    0.00   15.00     5  listener
10:36:02 AM  1000     21483    0.00    0.00    0.00    0.00    0.00     4  listener

10:36:02 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:36:03 AM  1000     21461    3.00   10.00    0.00    0.00   13.00    14  listener
10:36:03 AM  1000     21463    3.00   13.00    0.00    0.00   16.00     6  listener
10:36:03 AM  1000     21465   10.00    5.00    0.00    0.00   15.00     0  listener
10:36:03 AM  1000     21467    5.00    9.00    0.00    0.00   14.00     1  listener
10:36:03 AM  1000     21469    4.00   11.00    0.00    0.00   15.00    12  listener
10:36:03 AM  1000     21471    8.00    6.00    0.00    0.00   14.00    15  listener
10:36:03 AM  1000     21473   11.00    3.00    0.00    0.00   14.00     9  listener
10:36:03 AM  1000     21475   14.00    0.00    0.00    0.00   14.00    18  listener
10:36:03 AM  1000     21477   13.00    2.00    0.00    0.00   15.00     3  listener
10:36:03 AM  1000     21479    7.00    6.00    0.00    0.00   13.00     4  listener
10:36:03 AM  1000     21481    4.00   12.00    0.00    0.00   16.00    18  listener
10:36:03 AM  1000     21483    0.00    0.00    0.00    0.00    0.00     4  listener

10:36:03 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:36:04 AM  1000     21461    4.00   10.00    0.00    0.00   14.00    14  listener
10:36:04 AM  1000     21463    5.00   11.00    0.00    0.00   16.00    18  listener
10:36:04 AM  1000     21465    8.00    6.00    0.00    0.00   14.00    17  listener
10:36:04 AM  1000     21467    5.00    9.00    0.00    0.00   14.00    13  listener
10:36:04 AM  1000     21469    3.00   11.00    0.00    0.00   14.00    12  listener
10:36:04 AM  1000     21471   10.00    4.00    0.00    0.00   14.00     9  listener
10:36:04 AM  1000     21473    9.00    4.00    0.00    0.00   13.00     9  listener
10:36:04 AM  1000     21475   10.00    3.00    0.00    0.00   13.00    13  listener
10:36:04 AM  1000     21477   15.00    1.00    0.00    0.00   16.00     6  listener
10:36:04 AM  1000     21479    8.00    6.00    0.00    0.00   14.00     8  listener
10:36:04 AM  1000     21481    4.00   11.00    0.00    0.00   15.00    18  listener
10:36:04 AM  1000     21483    0.00    0.00    0.00    0.00    0.00     4  listener

10:36:04 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:36:05 AM  1000     21461    3.00   10.00    0.00    0.00   13.00     7  listener
10:36:05 AM  1000     21463    4.00   12.00    0.00    0.00   16.00     8  listener
10:36:05 AM  1000     21465   10.00    5.00    0.00    0.00   15.00     7  listener
10:36:05 AM  1000     21467    5.00    9.00    0.00    0.00   14.00    13  listener
10:36:05 AM  1000     21469    4.00   11.00    0.00    0.00   15.00    15  listener
10:36:05 AM  1000     21471    8.00    5.00    0.00    0.00   13.00    15  listener
10:36:05 AM  1000     21473   13.00    2.00    0.00    0.00   15.00    15  listener
10:36:05 AM  1000     21475   12.00    2.00    0.00    0.00   14.00    15  listener
10:36:05 AM  1000     21477   12.00    2.00    0.00    0.00   14.00     5  listener
10:36:05 AM  1000     21479    8.00    5.00    0.00    0.00   13.00     8  listener
10:36:05 AM  1000     21481    4.00   12.00    0.00    0.00   16.00    15  listener
10:36:05 AM  1000     21483    0.00    0.00    0.00    0.00    0.00     4  listener

10:36:05 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:36:06 AM  1000     21461    4.00   11.00    0.00    0.00   15.00    12  listener
10:36:06 AM  1000     21463    5.00   11.00    0.00    0.00   16.00    14  listener
10:36:06 AM  1000     21465    7.00    7.00    0.00    0.00   14.00    11  listener
10:36:06 AM  1000     21467    6.00    8.00    0.00    0.00   14.00     0  listener
10:36:06 AM  1000     21469    3.00   10.00    0.00    0.00   13.00    15  listener
10:36:06 AM  1000     21471    9.00    6.00    0.00    0.00   15.00     9  listener
10:36:06 AM  1000     21473    5.00    8.00    0.00    0.00   13.00     9  listener
10:36:06 AM  1000     21475   13.00    1.00    0.00    0.00   14.00    15  listener
10:36:06 AM  1000     21477   14.00    1.00    0.00    0.00   15.00     5  listener
10:36:06 AM  1000     21479    9.00    5.00    0.00    0.00   14.00     8  listener
10:36:06 AM  1000     21481    4.00   11.00    0.00    0.00   15.00    10  listener
10:36:06 AM  1000     21483    0.00    0.00    0.00    0.00    0.00     4  listener

10:36:06 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:36:07 AM  1000     21461    4.00    9.00    0.00    0.00   13.00     7  listener
10:36:07 AM  1000     21463    4.00   11.00    0.00    0.00   15.00    14  listener
10:36:07 AM  1000     21465   11.00    5.00    0.00    0.00   16.00    14  listener
10:36:07 AM  1000     21467    5.00    9.00    0.00    0.00   14.00     7  listener
10:36:07 AM  1000     21469    4.00   11.00    0.00    0.00   15.00    15  listener
10:36:07 AM  1000     21471    7.00    6.00    0.00    0.00   13.00    15  listener
10:36:07 AM  1000     21473    8.00    6.00    0.00    0.00   14.00    14  listener
10:36:07 AM  1000     21475   11.00    1.00    0.00    0.00   12.00     2  listener
10:36:07 AM  1000     21477   13.00    2.00    0.00    0.00   15.00     3  listener
10:36:07 AM  1000     21479    9.00    4.00    0.00    0.00   13.00     8  listener
10:36:07 AM  1000     21481    4.00   12.00    0.00    0.00   16.00     0  listener
10:36:07 AM  1000     21483    0.00    0.00    0.00    0.00    0.00     4  listener

10:36:07 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:36:08 AM  1000     21461    3.00   11.00    0.00    0.00   14.00     0  listener
10:36:08 AM  1000     21463    5.00   12.00    0.00    0.00   17.00    18  listener
10:36:08 AM  1000     21465    9.00    5.00    0.00    0.00   14.00    13  listener
10:36:08 AM  1000     21467    5.00    9.00    0.00    0.00   14.00     7  listener
10:36:08 AM  1000     21469    4.00   10.00    0.00    0.00   14.00    12  listener
10:36:08 AM  1000     21471   10.00    4.00    0.00    0.00   14.00    13  listener
10:36:08 AM  1000     21473   11.00    3.00    0.00    0.00   14.00    14  listener
10:36:08 AM  1000     21475   11.00    3.00    0.00    0.00   14.00    12  listener
10:36:08 AM  1000     21477   14.00    2.00    0.00    0.00   16.00     2  listener
10:36:08 AM  1000     21479    8.00    5.00    0.00    0.00   13.00     2  listener
10:36:08 AM  1000     21481    4.00   11.00    0.00    0.00   15.00    16  listener
10:36:08 AM  1000     21483    0.00    0.00    0.00    0.00    0.00     4  listener

10:36:08 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:36:09 AM  1000     21461    4.00   10.00    0.00    0.00   14.00     8  listener
10:36:09 AM  1000     21463    4.00   11.00    0.00    0.00   15.00    15  listener
10:36:09 AM  1000     21465    7.00    8.00    0.00    0.00   15.00    13  listener
10:36:09 AM  1000     21467    5.00    9.00    0.00    0.00   14.00     7  listener
10:36:09 AM  1000     21469    3.00   10.00    0.00    0.00   13.00    12  listener
10:36:09 AM  1000     21471   13.00    1.00    0.00    0.00   14.00    16  listener
10:36:09 AM  1000     21473    8.00    6.00    0.00    0.00   14.00    16  listener
10:36:09 AM  1000     21475   14.00    0.00    0.00    0.00   14.00    12  listener
10:36:09 AM  1000     21477   13.00    2.00    0.00    0.00   15.00     4  listener
10:36:09 AM  1000     21479    9.00    5.00    0.00    0.00   14.00     8  listener
10:36:09 AM  1000     21481    4.00   12.00    0.00    0.00   16.00     0  listener
10:36:09 AM  1000     21483    0.00    0.00    0.00    0.00    0.00     4  listener

10:36:09 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:36:10 AM  1000     21461    3.00    9.00    0.00    0.00   12.00    14  listener
10:36:10 AM  1000     21463    5.00   11.00    0.00    0.00   16.00    14  listener
10:36:10 AM  1000     21465    7.00    7.00    0.00    0.00   14.00    13  listener
10:36:10 AM  1000     21467    4.00   10.00    0.00    0.00   14.00     7  listener
10:36:10 AM  1000     21469    4.00   10.00    0.00    0.00   14.00    15  listener
10:36:10 AM  1000     21471   10.00    3.00    0.00    0.00   13.00    18  listener
10:36:10 AM  1000     21473   13.00    1.00    0.00    0.00   14.00    16  listener
10:36:10 AM  1000     21475   12.00    1.00    0.00    0.00   13.00     3  listener
10:36:10 AM  1000     21477   13.00    3.00    0.00    0.00   16.00    12  listener
10:36:10 AM  1000     21479    8.00    5.00    0.00    0.00   13.00     8  listener
10:36:10 AM  1000     21481    4.00   11.00    0.00    0.00   15.00    16  listener
