Linux 6.5.0-44-generic (npc2408016) 	06/20/2025 	_x86_64_	(22 CPU)

09:04:46 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
09:04:47 AM  1000     54740   29.00   13.00    0.00    0.00   42.00    14  talker
09:04:48 AM  1000     54740   32.00    9.00    0.00    0.00   41.00    16  talker
09:04:49 AM  1000     54740   32.00    9.00    0.00    0.00   41.00     3  talker
09:04:50 AM  1000     54740   34.00    9.00    0.00    0.00   43.00     1  talker
09:04:51 AM  1000     54740   33.00    8.00    0.00    0.00   41.00     4  talker
09:04:52 AM  1000     54740   35.00    6.00    0.00    0.00   41.00    13  talker
09:04:53 AM  1000     54740   32.00   10.00    0.00    0.00   42.00     4  talker
09:04:54 AM  1000     54740   30.00   10.00    0.00    0.00   40.00     8  talker
09:04:55 AM  1000     54740   32.00    9.00    0.00    0.00   41.00     4  talker
09:04:56 AM  1000     54740   33.00    9.00    0.00    0.00   42.00    16  talker
09:04:57 AM  1000     54740   33.00    7.00    0.00    0.00   40.00    12  talker
09:04:58 AM  1000     54740   34.00    9.00    0.00    0.00   43.00     5  talker
09:04:59 AM  1000     54740   32.00    9.00    0.00    0.00   41.00    16  talker
09:05:00 AM  1000     54740   31.00    9.00    0.00    0.00   40.00    16  talker
09:05:01 AM  1000     54740   34.00    7.00    0.00    0.00   41.00    13  talker
09:05:02 AM  1000     54740   32.00   10.00    0.00    0.00   42.00    15  talker
09:05:03 AM  1000     54740   31.00   11.00    0.00    0.00   42.00    16  talker
09:05:04 AM  1000     54740   29.00   12.00    0.00    0.00   41.00     5  talker
09:05:05 AM  1000     54740   34.00    7.00    0.00    0.00   41.00     8  talker
09:05:06 AM  1000     54740   29.00   13.00    0.00    0.00   42.00     2  talker
09:05:07 AM  1000     54740   28.00   14.00    0.00    0.00   42.00     6  talker
09:05:08 AM  1000     54740   24.00   18.00    0.00    0.00   42.00     0  talker
09:05:09 AM  1000     54740   26.00   18.00    0.00    0.00   44.00     0  talker
09:05:10 AM  1000     54740   24.00   17.00    0.00    0.00   41.00     2  talker
09:05:11 AM  1000     54740   25.00   16.00    0.00    0.00   41.00     0  talker
09:05:12 AM  1000     54740   28.00   13.00    0.00    0.00   41.00     9  talker
09:05:13 AM  1000     54740   24.00   18.00    0.00    0.00   42.00     8  talker
09:05:14 AM  1000     54740   19.00   21.00    0.00    0.00   40.00    18  talker
09:05:15 AM  1000     54740   26.00   17.00    0.00    0.00   43.00     8  talker
09:05:16 AM  1000     54740   21.00   19.00    0.00    0.00   40.00    17  talker
09:05:17 AM  1000     54740   25.00   16.00    0.00    0.00   41.00    18  talker
09:05:18 AM  1000     54740   26.00   16.00    0.00    0.00   42.00     0  talker
09:05:19 AM  1000     54740   23.00   18.00    0.00    0.00   41.00     3  talker
09:05:20 AM  1000     54740   25.00   18.00    0.00    0.00   43.00     6  talker
09:05:21 AM  1000     54740   31.00   11.00    0.00    0.00   42.00     8  talker
09:05:22 AM  1000     54740   33.00    9.00    0.00    0.00   42.00     1  talker
09:05:23 AM  1000     54740   33.00    8.00    0.00    0.00   41.00    16  talker
09:05:24 AM  1000     54740   34.00    9.00    0.00    0.00   43.00    19  talker
09:05:25 AM  1000     54740   32.00    9.00    0.00    0.00   41.00    17  talker
09:05:26 AM  1000     54740   31.00   11.00    0.00    0.00   42.00    17  talker
09:05:27 AM  1000     54740   28.00   13.00    0.00    0.00   41.00     0  talker
09:05:28 AM  1000     54740   23.00   18.00    0.00    0.00   41.00    19  talker
09:05:29 AM  1000     54740   29.00   12.00    0.00    0.00   41.00    14  talker
09:05:30 AM  1000     54740   30.00   12.00    0.00    0.00   42.00    13  talker
09:05:31 AM  1000     54740   30.00   11.00    0.00    0.00   41.00     9  talker
09:05:32 AM  1000     54740   29.00   12.00    0.00    0.00   41.00     1  talker
09:05:33 AM  1000     54740   31.00   10.00    0.00    0.00   41.00    14  talker
09:05:34 AM  1000     54740   29.00   12.00    0.00    0.00   41.00    19  talker
09:05:35 AM  1000     54740   29.00   12.00    0.00    0.00   41.00    16  talker
09:05:36 AM  1000     54740   30.00   11.00    0.00    0.00   41.00     6  talker
09:05:37 AM  1000     54740   29.00   13.00    0.00    0.00   42.00     5  talker
09:05:38 AM  1000     54740   28.00   13.00    0.00    0.00   41.00    19  talker
09:05:39 AM  1000     54740   29.00   13.00    0.00    0.00   42.00     2  talker
09:05:40 AM  1000     54740   29.00   11.00    0.00    0.00   40.00     6  talker
09:05:41 AM  1000     54740   30.00   12.00    0.00    0.00   42.00     1  talker
09:05:42 AM  1000     54740   29.00   14.00    0.00    0.00   43.00    19  talker
09:05:43 AM  1000     54740   29.00   11.00    0.00    0.00   40.00     4  talker
09:05:44 AM  1000     54740   30.00   11.00    0.00    0.00   41.00    19  talker
09:05:45 AM  1000     54740   28.00   14.00    0.00    0.00   42.00    16  talker
09:05:46 AM  1000     54740   31.00   11.00    0.00    0.00   42.00    18  talker
Average:     1000     54740   29.32   12.13    0.00    0.00   41.45     -  talker
