Linux 6.5.0-44-generic (npc2408016) 	06/13/2025 	_x86_64_	(22 CPU)

10:49:47 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:49:48 AM  1000     21697   30.00   13.00    0.00    0.00   43.00    14  talker
10:49:49 AM  1000     21697   29.00   14.00    0.00    0.00   43.00     0  talker
10:49:50 AM  1000     21697   29.00   14.00    0.00    0.00   43.00     1  talker
10:49:51 AM  1000     21697   28.00   14.00    0.00    0.00   42.00    16  talker
10:49:52 AM  1000     21697   30.00   13.00    0.00    0.00   43.00    16  talker
10:49:53 AM  1000     21697   30.00   13.00    0.00    0.00   43.00     8  talker
10:49:54 AM  1000     21697   29.00   13.00    0.00    0.00   42.00    19  talker
10:49:55 AM  1000     21697   27.00   17.00    0.00    0.00   44.00    11  talker
10:49:56 AM  1000     21697   29.00   14.00    0.00    0.00   43.00    13  talker
10:49:57 AM  1000     21697   31.00   11.00    0.00    0.00   42.00     3  talker
10:49:58 AM  1000     21697   30.00   13.00    0.00    0.00   43.00     6  talker
10:49:59 AM  1000     21697   32.00   11.00    0.00    0.00   43.00    14  talker
10:50:00 AM  1000     21697   27.00   16.00    0.00    0.00   43.00     8  talker
10:50:01 AM  1000     21697   30.00   13.00    0.00    0.00   43.00    15  talker
10:50:02 AM  1000     21697   28.00   14.00    0.00    0.00   42.00    10  talker
10:50:03 AM  1000     21697   28.00   16.00    0.00    0.00   44.00    17  talker
10:50:04 AM  1000     21697   32.00   12.00    0.00    0.00   44.00     0  talker
10:50:05 AM  1000     21697   30.00   13.00    0.00    0.00   43.00     0  talker
10:50:06 AM  1000     21697   28.00   14.00    0.00    0.00   42.00     5  talker
10:50:07 AM  1000     21697   30.00   12.00    0.00    0.00   42.00    18  talker
10:50:08 AM  1000     21697   29.00   14.00    0.00    0.00   43.00     1  talker
10:50:09 AM  1000     21697   29.00   14.00    0.00    0.00   43.00    14  talker
10:50:10 AM  1000     21697   29.00   13.00    0.00    0.00   42.00     4  talker
10:50:11 AM  1000     21697   25.00   18.00    0.00    0.00   43.00    14  talker
10:50:12 AM  1000     21697   26.00   16.00    0.00    1.00   42.00     8  talker
10:50:13 AM  1000     21697   28.00   15.00    0.00    0.00   43.00    16  talker
10:50:14 AM  1000     21697   29.00   14.00    0.00    0.00   43.00     2  talker
10:50:15 AM  1000     21697   25.00   17.00    0.00    0.00   42.00     0  talker
10:50:16 AM  1000     21697   29.00   14.00    0.00    0.00   43.00    18  talker
10:50:17 AM  1000     21697   27.72   13.86    0.00    0.00   41.58     0  talker
10:50:18 AM  1000     21697   28.28   15.15    0.00    0.00   43.43     8  talker
10:50:19 AM  1000     21697   26.73   15.84    0.00    0.00   42.57    12  talker
10:50:20 AM  1000     21697   31.00   11.00    0.00    0.00   42.00    16  talker
10:50:21 AM  1000     21697   28.00   14.00    0.00    0.00   42.00     9  talker
10:50:22 AM  1000     21697   28.00   16.00    0.00    0.00   44.00     2  talker
10:50:23 AM  1000     21697   27.00   15.00    0.00    0.00   42.00    14  talker
10:50:24 AM  1000     21697   31.00   11.00    0.00    0.00   42.00     9  talker
10:50:25 AM  1000     21697   27.00   16.00    0.00    0.00   43.00    11  talker
10:50:26 AM  1000     21697   24.00   17.00    0.00    0.00   41.00    11  talker
10:50:27 AM  1000     21697   28.00   15.00    0.00    0.00   43.00     2  talker
10:50:28 AM  1000     21697   32.00   11.00    0.00    0.00   43.00     4  talker
10:50:29 AM  1000     21697   27.00   17.00    0.00    0.00   44.00    18  talker
10:50:30 AM  1000     21697   28.00   15.00    0.00    0.00   43.00    13  talker
10:50:31 AM  1000     21697   29.00   12.00    0.00    0.00   41.00     8  talker
10:50:32 AM  1000     21697   29.00   14.00    0.00    0.00   43.00    14  talker
10:50:33 AM  1000     21697   30.00   13.00    0.00    0.00   43.00     6  talker
10:50:34 AM  1000     21697   29.00   13.00    0.00    0.00   42.00     7  talker
10:50:35 AM  1000     21697   27.00   16.00    0.00    0.00   43.00    20  talker
10:50:36 AM  1000     21697   26.00   18.00    0.00    0.00   44.00     9  talker
10:50:37 AM  1000     21697   27.00   15.00    0.00    0.00   42.00    15  talker
10:50:38 AM  1000     21697   27.00   16.00    0.00    0.00   43.00     5  talker
10:50:39 AM  1000     21697   27.00   16.00    0.00    0.00   43.00     1  talker
10:50:40 AM  1000     21697   29.00   13.00    0.00    0.00   42.00     0  talker
10:50:41 AM  1000     21697   29.00   15.00    0.00    0.00   44.00    11  talker
10:50:42 AM  1000     21697   29.00   14.00    0.00    0.00   43.00     2  talker
10:50:43 AM  1000     21697   28.00   15.00    0.00    0.00   43.00    10  talker
10:50:44 AM  1000     21697   29.00   14.00    0.00    0.00   43.00     7  talker
10:50:45 AM  1000     21697   29.00   13.00    0.00    0.00   42.00     2  talker
10:50:46 AM  1000     21697   30.00   13.00    0.00    0.00   43.00    14  talker
10:50:47 AM  1000     21697   29.00   14.00    0.00    0.00   43.00    14  talker
Average:     1000     21697   28.55   14.20    0.00    0.02   42.74     -  talker
