Linux 6.5.0-44-generic (npc2408016) 	06/17/2025 	_x86_64_	(22 CPU)

10:40:31 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:40:32 AM  1000     22676   11.00    3.00    0.00    0.00   14.00    10  listener
10:40:32 AM  1000     22678    8.00    9.00    0.00    0.00   17.00     1  listener
10:40:32 AM  1000     22680    3.00    8.00    0.00    0.00   11.00    19  listener
10:40:32 AM  1000     22682    5.00   11.00    0.00    0.00   16.00    13  listener
10:40:32 AM  1000     22684    4.00   10.00    0.00    0.00   14.00    17  listener
10:40:32 AM  1000     22686    0.00   14.00    0.00    0.00   14.00    10  listener
10:40:32 AM  1000     22688    4.00   12.00    0.00    0.00   16.00    11  listener
10:40:32 AM  1000     22690    4.00   12.00    0.00    0.00   16.00    15  listener
10:40:32 AM  1000     22692    4.00   13.00    0.00    0.00   17.00    18  listener
10:40:32 AM  1000     22694    4.00   11.00    0.00    0.00   15.00     8  listener
10:40:32 AM  1000     22696    0.00    0.00    0.00    0.00    0.00     9  listener
10:40:32 AM  1000     22697    0.00   16.00    0.00    0.00   16.00    11  listener
10:40:32 AM  1000     22700    8.00    5.00    0.00    0.00   13.00     6  listener

10:40:32 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:40:33 AM  1000     22676   12.00    1.00    0.00    0.00   13.00    15  listener
10:40:33 AM  1000     22678    9.00    7.00    0.00    0.00   16.00     1  listener
10:40:33 AM  1000     22680    4.00    9.00    0.00    0.00   13.00    19  listener
10:40:33 AM  1000     22682    5.00   11.00    0.00    0.00   16.00    12  listener
10:40:33 AM  1000     22684    4.00   10.00    0.00    0.00   14.00    14  listener
10:40:33 AM  1000     22686    0.00   15.00    0.00    0.00   15.00    12  listener
10:40:33 AM  1000     22688    0.00   15.00    0.00    0.00   15.00     2  listener
10:40:33 AM  1000     22690    4.00   11.00    0.00    0.00   15.00    16  listener
10:40:33 AM  1000     22692   11.00    6.00    0.00    0.00   17.00     4  listener
10:40:33 AM  1000     22694    4.00   10.00    0.00    0.00   14.00     7  listener
10:40:33 AM  1000     22696    0.00    0.00    0.00    0.00    0.00     9  listener
10:40:33 AM  1000     22697    0.00   16.00    0.00    0.00   16.00     5  listener
10:40:33 AM  1000     22700   10.00    2.00    0.00    0.00   12.00     6  listener

10:40:33 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:40:34 AM  1000     22676   13.00    0.00    0.00    0.00   13.00    14  listener
10:40:34 AM  1000     22678    8.00    8.00    0.00    0.00   16.00     2  listener
10:40:34 AM  1000     22680    3.00    8.00    0.00    0.00   11.00    12  listener
10:40:34 AM  1000     22682    6.00   10.00    0.00    0.00   16.00     3  listener
10:40:34 AM  1000     22684    4.00   11.00    0.00    0.00   15.00    14  listener
10:40:34 AM  1000     22686    0.00   15.00    0.00    0.00   15.00     7  listener
10:40:34 AM  1000     22688    5.00   11.00    0.00    0.00   16.00     3  listener
10:40:34 AM  1000     22690    4.00   12.00    0.00    0.00   16.00    18  listener
10:40:34 AM  1000     22692    8.00   10.00    0.00    0.00   18.00     2  listener
10:40:34 AM  1000     22694    4.00   11.00    0.00    0.00   15.00     7  listener
10:40:34 AM  1000     22696    0.00    0.00    0.00    0.00    0.00    14  listener
10:40:34 AM  1000     22697    1.00   14.00    0.00    0.00   15.00     5  listener
10:40:34 AM  1000     22700    0.00   13.00    0.00    0.00   13.00     2  listener

10:40:34 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:40:35 AM  1000     22676   11.00    2.00    0.00    0.00   13.00    14  listener
10:40:35 AM  1000     22678    9.00    7.00    0.00    0.00   16.00    15  listener
10:40:35 AM  1000     22680    4.00    9.00    0.00    0.00   13.00    17  listener
10:40:35 AM  1000     22682    5.00   11.00    0.00    0.00   16.00     8  listener
10:40:35 AM  1000     22684    4.00   10.00    0.00    0.00   14.00    14  listener
10:40:35 AM  1000     22686    0.00   14.00    0.00    0.00   14.00    12  listener
10:40:35 AM  1000     22688    3.00   12.00    0.00    0.00   15.00     8  listener
10:40:35 AM  1000     22690    4.00   12.00    0.00    0.00   16.00     5  listener
10:40:35 AM  1000     22692    6.00   11.00    0.00    0.00   17.00    17  listener
10:40:35 AM  1000     22694    4.00   10.00    0.00    0.00   14.00     6  listener
10:40:35 AM  1000     22696    0.00    0.00    0.00    0.00    0.00     9  listener
10:40:35 AM  1000     22697    3.00   13.00    0.00    0.00   16.00     6  listener
10:40:35 AM  1000     22700    5.00    7.00    0.00    0.00   12.00    15  listener

10:40:35 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:40:36 AM  1000     22676    9.00    5.00    0.00    0.00   14.00    17  listener
10:40:36 AM  1000     22678   10.00    6.00    0.00    0.00   16.00    15  listener
10:40:36 AM  1000     22680    3.00    8.00    0.00    0.00   11.00    17  listener
10:40:36 AM  1000     22682    4.00   11.00    0.00    0.00   15.00     3  listener
10:40:36 AM  1000     22684    4.00   11.00    0.00    0.00   15.00    17  listener
10:40:36 AM  1000     22686    0.00   15.00    0.00    0.00   15.00     6  listener
10:40:36 AM  1000     22688    0.00   16.00    0.00    0.00   16.00    15  listener
10:40:36 AM  1000     22690    5.00   11.00    0.00    0.00   16.00     5  listener
10:40:36 AM  1000     22692    8.00   10.00    0.00    0.00   18.00    16  listener
10:40:36 AM  1000     22694    4.00    9.00    0.00    0.00   13.00     8  listener
10:40:36 AM  1000     22696    0.00    0.00    0.00    0.00    0.00     9  listener
10:40:36 AM  1000     22697    3.00   13.00    0.00    0.00   16.00     9  listener
10:40:36 AM  1000     22700    7.00    5.00    0.00    0.00   12.00     3  listener

10:40:36 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:40:37 AM  1000     22676    9.00    4.00    0.00    0.00   13.00    19  listener
10:40:37 AM  1000     22678    7.00    8.00    0.00    0.00   15.00    14  listener
10:40:37 AM  1000     22680    4.00    8.00    0.00    0.00   12.00    10  listener
10:40:37 AM  1000     22682    5.00   10.00    0.00    0.00   15.00     8  listener
10:40:37 AM  1000     22684    4.00   10.00    0.00    0.00   14.00    17  listener
10:40:37 AM  1000     22686    0.00   14.00    0.00    0.00   14.00    13  listener
10:40:37 AM  1000     22688    0.00   15.00    0.00    0.00   15.00    14  listener
10:40:37 AM  1000     22690    4.00   12.00    0.00    0.00   16.00     5  listener
10:40:37 AM  1000     22692    8.00    9.00    0.00    0.00   17.00     1  listener
10:40:37 AM  1000     22694    4.00   11.00    0.00    0.00   15.00     8  listener
10:40:37 AM  1000     22696    0.00    0.00    0.00    0.00    0.00     9  listener
10:40:37 AM  1000     22697    3.00   12.00    0.00    0.00   15.00     2  listener
10:40:37 AM  1000     22700    5.00    7.00    0.00    0.00   12.00     3  listener

10:40:37 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:40:38 AM  1000     22676   12.00    1.00    0.00    0.00   13.00    18  listener
10:40:38 AM  1000     22678   10.00    6.00    0.00    0.00   16.00    13  listener
10:40:38 AM  1000     22680    3.00    9.00    0.00    0.00   12.00    17  listener
10:40:38 AM  1000     22682    5.00   10.00    0.00    0.00   15.00    15  listener
10:40:38 AM  1000     22684    4.00   10.00    0.00    0.00   14.00     3  listener
10:40:38 AM  1000     22686    0.00   14.00    0.00    0.00   14.00     7  listener
10:40:38 AM  1000     22688    0.00   16.00    0.00    0.00   16.00    14  listener
10:40:38 AM  1000     22690    4.00   11.00    0.00    0.00   15.00     9  listener
10:40:38 AM  1000     22692    7.00    9.00    0.00    0.00   16.00     8  listener
10:40:38 AM  1000     22694    4.00   10.00    0.00    0.00   14.00     8  listener
10:40:38 AM  1000     22696    0.00    0.00    0.00    0.00    0.00     9  listener
10:40:38 AM  1000     22697    7.00   10.00    0.00    0.00   17.00    18  listener
10:40:38 AM  1000     22700    3.00   10.00    0.00    0.00   13.00     9  listener

10:40:38 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:40:39 AM  1000     22676   12.00    1.00    0.00    0.00   13.00    18  listener
10:40:39 AM  1000     22678    8.00    8.00    0.00    0.00   16.00    17  listener
10:40:39 AM  1000     22680    4.00    8.00    0.00    0.00   12.00    10  listener
10:40:39 AM  1000     22682    5.00    9.00    0.00    0.00   14.00    15  listener
10:40:39 AM  1000     22684    5.00   10.00    0.00    0.00   15.00     4  listener
10:40:39 AM  1000     22686    4.00   11.00    0.00    0.00   15.00    16  listener
10:40:39 AM  1000     22688    0.00   15.00    0.00    0.00   15.00     2  listener
10:40:39 AM  1000     22690    5.00   12.00    0.00    0.00   17.00     9  listener
10:40:39 AM  1000     22692    9.00    8.00    0.00    0.00   17.00    17  listener
10:40:39 AM  1000     22694    4.00   11.00    0.00    0.00   15.00     4  listener
10:40:39 AM  1000     22696    0.00    0.00    0.00    0.00    0.00     9  listener
10:40:39 AM  1000     22697    3.00   12.00    0.00    0.00   15.00    13  listener
10:40:39 AM  1000     22700    0.00   12.00    0.00    0.00   12.00     9  listener

10:40:39 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:40:40 AM  1000     22676    9.00    5.00    0.00    0.00   14.00     3  listener
10:40:40 AM  1000     22678    7.00    8.00    0.00    0.00   15.00     1  listener
10:40:40 AM  1000     22680    4.00    8.00    0.00    0.00   12.00    11  listener
10:40:40 AM  1000     22682    5.00   11.00    0.00    0.00   16.00     0  listener
10:40:40 AM  1000     22684    5.00   10.00    0.00    0.00   15.00     2  listener
10:40:40 AM  1000     22686   11.00    3.00    0.00    0.00   14.00     5  listener
10:40:40 AM  1000     22688    2.00   13.00    0.00    0.00   15.00     4  listener
10:40:40 AM  1000     22690    4.00   11.00    0.00    0.00   15.00    10  listener
10:40:40 AM  1000     22692    6.00   11.00    0.00    0.00   17.00    16  listener
10:40:40 AM  1000     22694    4.00   11.00    0.00    0.00   15.00    14  listener
10:40:40 AM  1000     22696    0.00    0.00    0.00    0.00    0.00     9  listener
10:40:40 AM  1000     22697    5.00   12.00    0.00    0.00   17.00    10  listener
10:40:40 AM  1000     22700    0.00   13.00    0.00    0.00   13.00     4  listener

10:40:40 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:40:41 AM  1000     22676   11.00    2.00    0.00    0.00   13.00    10  listener
10:40:41 AM  1000     22678    7.00   10.00    0.00    0.00   17.00     8  listener
10:40:41 AM  1000     22680    3.00    9.00    0.00    0.00   12.00    11  listener
10:40:41 AM  1000     22682    4.00   10.00    0.00    0.00   14.00     4  listener
10:40:41 AM  1000     22684    4.00    9.00    0.00    0.00   13.00    14  listener
10:40:41 AM  1000     22686    8.00    7.00    0.00    0.00   15.00     5  listener
10:40:41 AM  1000     22688    7.00    9.00    0.00    0.00   16.00     2  listener
10:40:41 AM  1000     22690    4.00   11.00    0.00    0.00   15.00     3  listener
10:40:41 AM  1000     22692    9.00    9.00    0.00    0.00   18.00    19  listener
10:40:41 AM  1000     22694    4.00   10.00    0.00    0.00   14.00     1  listener
10:40:41 AM  1000     22696    0.00    0.00    0.00    0.00    0.00     9  listener
10:40:41 AM  1000     22697    1.00   15.00    0.00    0.00   16.00    18  listener
10:40:41 AM  1000     22700    0.00   12.00    0.00    0.00   12.00     4  listener

10:40:41 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:40:42 AM  1000     22676   12.00    2.00    0.00    0.00   14.00    10  listener
10:40:42 AM  1000     22678    8.00    8.00    0.00    0.00   16.00     1  listener
10:40:42 AM  1000     22680    4.00    8.00    0.00    0.00   12.00    16  listener
10:40:42 AM  1000     22682    5.00   10.00    0.00    0.00   15.00     0  listener
10:40:42 AM  1000     22684    4.00   11.00    0.00    0.00   15.00    11  listener
10:40:42 AM  1000     22686    0.00   14.00    0.00    0.00   14.00     8  listener
10:40:42 AM  1000     22688    9.00    7.00    0.00    0.00   16.00     4  listener
10:40:42 AM  1000     22690    5.00   11.00    0.00    0.00   16.00    16  listener
10:40:42 AM  1000     22692    7.00   10.00    0.00    0.00   17.00    12  listener
10:40:42 AM  1000     22694    4.00   11.00    0.00    0.00   15.00    17  listener
10:40:42 AM  1000     22696    0.00    0.00    0.00    0.00    0.00     9  listener
10:40:42 AM  1000     22697    0.00   16.00    0.00    0.00   16.00     4  listener
10:40:42 AM  1000     22700    0.00   13.00    0.00    0.00   13.00     4  listener

10:40:42 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:40:43 AM  1000     22676   13.00    0.00    0.00    0.00   13.00    10  listener
10:40:43 AM  1000     22678    8.00    8.00    0.00    0.00   16.00     3  listener
10:40:43 AM  1000     22680    3.00    9.00    0.00    0.00   12.00    18  listener
10:40:43 AM  1000     22682    4.00    9.00    0.00    0.00   13.00     4  listener
10:40:43 AM  1000     22684    4.00   10.00    0.00    0.00   14.00    11  listener
10:40:43 AM  1000     22686    0.00   15.00    0.00    0.00   15.00     0  listener
10:40:43 AM  1000     22688    6.00    9.00    0.00    0.00   15.00     4  listener
10:40:43 AM  1000     22690    4.00   11.00    0.00    0.00   15.00    16  listener
10:40:43 AM  1000     22692    8.00    9.00    0.00    0.00   17.00     0  listener
10:40:43 AM  1000     22694    3.00   11.00    0.00    0.00   14.00    11  listener
10:40:43 AM  1000     22696    0.00    0.00    0.00    0.00    0.00    12  listener
10:40:43 AM  1000     22697    4.00   12.00    0.00    0.00   16.00     7  listener
10:40:43 AM  1000     22700    0.00   12.00    0.00    0.00   12.00     4  listener

10:40:43 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:40:44 AM  1000     22676   12.00    1.00    0.00    0.00   13.00    14  listener
10:40:44 AM  1000     22678    6.00    9.00    0.00    0.00   15.00    13  listener
10:40:44 AM  1000     22680    4.00    8.00    0.00    0.00   12.00    18  listener
10:40:44 AM  1000     22682    6.00    9.00    0.00    0.00   15.00     8  listener
10:40:44 AM  1000     22684    4.00   10.00    0.00    0.00   14.00    16  listener
10:40:44 AM  1000     22686    0.00   15.00    0.00    0.00   15.00    18  listener
10:40:44 AM  1000     22688    9.00    6.00    0.00    0.00   15.00    16  listener
10:40:44 AM  1000     22690    4.00   11.00    0.00    0.00   15.00    16  listener
10:40:44 AM  1000     22692    6.00   11.00    0.00    0.00   17.00     1  listener
10:40:44 AM  1000     22694    4.00   10.00    0.00    0.00   14.00    11  listener
10:40:44 AM  1000     22696    0.00    0.00    0.00    0.00    0.00     1  listener
10:40:44 AM  1000     22697    3.00   12.00    0.00    0.00   15.00     5  listener
10:40:44 AM  1000     22700    0.00   12.00    0.00    0.00   12.00     4  listener

10:40:44 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:40:45 AM  1000     22676   13.00    0.00    0.00    0.00   13.00     7  listener
10:40:45 AM  1000     22678    7.00    9.00    0.00    0.00   16.00    15  listener
10:40:45 AM  1000     22680    3.00    8.00    0.00    0.00   11.00    18  listener
10:40:45 AM  1000     22682    5.00   10.00    0.00    0.00   15.00     0  listener
10:40:45 AM  1000     22684    4.00   10.00    0.00    0.00   14.00    16  listener
10:40:45 AM  1000     22686    0.00   14.00    0.00    0.00   14.00     8  listener
10:40:45 AM  1000     22688    7.00    9.00    0.00    0.00   16.00    17  listener
10:40:45 AM  1000     22690    5.00   11.00    0.00    0.00   16.00    18  listener
10:40:45 AM  1000     22692    7.00   10.00    0.00    0.00   17.00     3  listener
10:40:45 AM  1000     22694    4.00   10.00    0.00    0.00   14.00     6  listener
10:40:45 AM  1000     22696    0.00    0.00    0.00    0.00    0.00     1  listener
10:40:45 AM  1000     22697    5.00   11.00    0.00    0.00   16.00     5  listener
10:40:45 AM  1000     22700    0.00   12.00    0.00    0.00   12.00     8  listener

10:40:45 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:40:46 AM  1000     22676   12.00    1.00    0.00    0.00   13.00     7  listener
10:40:46 AM  1000     22678    9.00    7.00    0.00    0.00   16.00     3  listener
10:40:46 AM  1000     22680    4.00    9.00    0.00    0.00   13.00    12  listener
10:40:46 AM  1000     22682    5.00    9.00    0.00    0.00   14.00     0  listener
10:40:46 AM  1000     22684    5.00   10.00    0.00    0.00   15.00    11  listener
