Linux 6.5.0-44-generic (npc2408016) 	06/13/2025 	_x86_64_	(22 CPU)

10:07:59 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:08:00 AM  1000     16831    7.00   29.00    0.00    0.00   36.00     8  listener
10:08:01 AM  1000     16831    7.00   29.00    0.00    0.00   36.00     4  listener
10:08:02 AM  1000     16831   15.00   23.00    0.00    0.00   38.00     4  listener
10:08:03 AM  1000     16831   10.00   29.00    0.00    0.00   39.00     4  listener
10:08:04 AM  1000     16831   11.00   27.00    0.00    0.00   38.00     4  listener
10:08:05 AM  1000     16831    8.00   29.00    0.00    0.00   37.00     4  listener
10:08:06 AM  1000     16831   10.00   25.00    0.00    0.00   35.00     4  listener
10:08:07 AM  1000     16831   10.00   26.00    0.00    0.00   36.00     4  listener
10:08:08 AM  1000     16831    9.00   26.00    0.00    0.00   35.00     4  listener
10:08:09 AM  1000     16831   12.00   24.00    0.00    0.00   36.00     4  listener
10:08:10 AM  1000     16831   10.00   26.00    0.00    0.00   36.00     4  listener
10:08:11 AM  1000     16831    7.00   29.00    0.00    0.00   36.00     4  listener
10:08:12 AM  1000     16831    6.00   34.00    0.00    0.00   40.00     4  listener
10:08:13 AM  1000     16831    5.00   32.00    0.00    0.00   37.00    14  listener
10:08:14 AM  1000     16831    7.00   29.00    0.00    0.00   36.00     0  listener
10:08:15 AM  1000     16831    9.00   30.00    0.00    0.00   39.00    14  listener
10:08:16 AM  1000     16831    8.00   29.00    0.00    0.00   37.00    14  listener
10:08:17 AM  1000     16831    8.00   30.00    0.00    0.00   38.00    14  listener
10:08:18 AM  1000     16831    9.90   24.75    0.00    0.00   34.65    18  listener
10:08:19 AM  1000     16831    7.00   29.00    0.00    0.00   36.00    18  listener
10:08:20 AM  1000     16831    7.00   29.00    0.00    0.00   36.00    18  listener
10:08:21 AM  1000     16831    7.00   30.00    0.00    0.00   37.00    18  listener
10:08:22 AM  1000     16831    7.00   30.00    0.00    0.00   37.00    18  listener
10:08:23 AM  1000     16831    8.00   31.00    0.00    0.00   39.00    18  listener
10:08:24 AM  1000     16831    8.00   30.00    0.00    0.00   38.00    18  listener
10:08:25 AM  1000     16831    6.00   31.00    0.00    0.00   37.00    18  listener
10:08:26 AM  1000     16831    6.00   30.00    0.00    0.00   36.00    18  listener
10:08:27 AM  1000     16831   11.00   27.00    0.00    0.00   38.00    18  listener
10:08:28 AM  1000     16831    9.00   26.00    0.00    0.00   35.00     0  listener
10:08:29 AM  1000     16831    9.00   28.00    0.00    0.00   37.00    18  listener
10:08:30 AM  1000     16831   10.00   28.00    0.00    0.00   38.00     6  listener
10:08:31 AM  1000     16831    7.00   29.00    0.00    0.00   36.00     6  listener
10:08:32 AM  1000     16831   10.00   28.00    0.00    0.00   38.00     6  listener
10:08:33 AM  1000     16831    7.00   29.00    0.00    0.00   36.00     6  listener
10:08:34 AM  1000     16831    7.00   28.00    0.00    0.00   35.00     6  listener
10:08:35 AM  1000     16831   11.00   25.00    0.00    0.00   36.00     9  listener
10:08:36 AM  1000     16831    7.00   28.00    0.00    0.00   35.00     9  listener
10:08:37 AM  1000     16831    9.00   27.00    0.00    0.00   36.00     9  listener
10:08:38 AM  1000     16831    7.00   29.00    0.00    0.00   36.00     9  listener
10:08:39 AM  1000     16831    9.00   28.00    0.00    0.00   37.00     9  listener
10:08:40 AM  1000     16831    9.00   29.00    0.00    0.00   38.00     9  listener
10:08:41 AM  1000     16831   11.00   26.00    0.00    0.00   37.00     9  listener
10:08:42 AM  1000     16831    5.00   31.00    0.00    0.00   36.00     6  listener
10:08:43 AM  1000     16831   10.00   28.00    0.00    0.00   38.00     6  listener
10:08:44 AM  1000     16831   10.00   28.00    0.00    0.00   38.00     6  listener
10:08:45 AM  1000     16831   12.00   27.00    0.00    0.00   39.00     6  listener
10:08:46 AM  1000     16831    8.00   30.00    0.00    0.00   38.00     6  listener
10:08:47 AM  1000     16831    9.00   29.00    0.00    0.00   38.00     6  listener
10:08:48 AM  1000     16831    9.00   28.00    0.00    0.00   37.00    17  listener
10:08:49 AM  1000     16831   11.00   28.00    0.00    0.00   39.00    17  listener
10:08:50 AM  1000     16831    6.00   29.00    0.00    0.00   35.00     6  listener
10:08:51 AM  1000     16831   11.00   26.00    0.00    0.00   37.00     6  listener
10:08:52 AM  1000     16831    9.00   28.00    0.00    0.00   37.00     9  listener
10:08:53 AM  1000     16831    8.00   29.00    0.00    0.00   37.00     9  listener
10:08:54 AM  1000     16831    9.00   29.00    0.00    0.00   38.00     9  listener
10:08:55 AM  1000     16831   11.00   26.00    0.00    0.00   37.00     9  listener
10:08:56 AM  1000     16831   10.00   26.00    0.00    0.00   36.00     6  listener
10:08:57 AM  1000     16831    8.00   31.00    0.00    0.00   39.00     6  listener
10:08:58 AM  1000     16831   11.00   28.00    0.00    0.00   39.00     1  listener
10:08:59 AM  1000     16831    9.00   30.00    0.00    0.00   39.00     6  listener
Average:     1000     16831    8.73   28.28    0.00    0.00   37.01     -  listener
