Linux 6.5.0-44-generic (npc2408016) 	06/20/2025 	_x86_64_	(22 CPU)

09:21:58 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
09:21:59 AM  1000     56921   28.00   11.00    0.00    0.00   39.00    10  talker
09:22:00 AM  1000     56921   26.00   14.00    0.00    0.00   40.00    17  talker
09:22:01 AM  1000     56921   28.00   11.00    0.00    0.00   39.00    17  talker
09:22:02 AM  1000     56921   30.00   10.00    0.00    0.00   40.00     3  talker
09:22:03 AM  1000     56921   30.00    9.00    0.00    0.00   39.00    18  talker
09:22:04 AM  1000     56921   30.00    8.00    0.00    0.00   38.00    10  talker
09:22:05 AM  1000     56921   31.00    9.00    0.00    0.00   40.00    15  talker
09:22:06 AM  1000     56921   30.00   10.00    0.00    0.00   40.00    18  talker
09:22:07 AM  1000     56921   30.00   10.00    0.00    0.00   40.00     7  talker
09:22:08 AM  1000     56921   28.00   11.00    0.00    0.00   39.00     5  talker
09:22:09 AM  1000     56921   31.00    9.00    0.00    0.00   40.00    15  talker
09:22:10 AM  1000     56921   30.00   12.00    0.00    0.00   42.00    17  talker
09:22:11 AM  1000     56921   30.00    9.00    0.00    0.00   39.00    16  talker
09:22:12 AM  1000     56921   28.71   10.89    0.00    0.00   39.60    17  talker
09:22:13 AM  1000     56921   32.00    8.00    0.00    0.00   40.00     9  talker
09:22:14 AM  1000     56921   28.00   12.00    0.00    0.00   40.00     9  talker
09:22:15 AM  1000     56921   30.00   10.00    0.00    0.00   40.00    13  talker
09:22:16 AM  1000     56921   30.00   10.00    0.00    0.00   40.00     5  talker
09:22:17 AM  1000     56921   31.00    9.00    0.00    0.00   40.00    16  talker
09:22:18 AM  1000     56921   30.00    9.00    0.00    0.00   39.00     6  talker
09:22:19 AM  1000     56921   30.00   11.00    0.00    0.00   41.00    14  talker
09:22:20 AM  1000     56921   28.00   11.00    0.00    0.00   39.00     1  talker
09:22:21 AM  1000     56921   31.00    8.00    0.00    0.00   39.00    12  talker
09:22:22 AM  1000     56921   31.00    9.00    0.00    0.00   40.00     1  talker
09:22:23 AM  1000     56921   25.00   13.00    0.00    0.00   38.00    18  talker
09:22:24 AM  1000     56921   28.00   11.00    0.00    0.00   39.00    15  talker
09:22:25 AM  1000     56921   29.00   11.00    0.00    0.00   40.00    12  talker
09:22:26 AM  1000     56921   30.00   11.00    0.00    0.00   41.00    12  talker
09:22:27 AM  1000     56921   30.00    9.00    0.00    0.00   39.00     5  talker
09:22:28 AM  1000     56921   29.00   10.00    0.00    0.00   39.00    18  talker
09:22:29 AM  1000     56921   28.00   11.00    0.00    0.00   39.00    14  talker
09:22:30 AM  1000     56921   28.00   13.00    0.00    0.00   41.00    16  talker
09:22:31 AM  1000     56921   30.00    8.00    0.00    0.00   38.00    18  talker
09:22:32 AM  1000     56921   31.00    9.00    0.00    0.00   40.00     3  talker
09:22:33 AM  1000     56921   29.00   10.00    0.00    0.00   39.00     8  talker
09:22:34 AM  1000     56921   27.00   12.00    0.00    0.00   39.00     3  talker
09:22:35 AM  1000     56921   29.00    9.00    0.00    0.00   38.00     1  talker
09:22:36 AM  1000     56921   24.00   14.00    0.00    0.00   38.00    16  talker
09:22:37 AM  1000     56921   28.00   11.00    0.00    0.00   39.00     3  talker
09:22:38 AM  1000     56921   32.00    8.00    0.00    0.00   40.00     3  talker
09:22:39 AM  1000     56921   28.00   11.00    0.00    0.00   39.00    18  talker
09:22:40 AM  1000     56921   28.00   13.00    0.00    0.00   41.00    11  talker
09:22:41 AM  1000     56921   30.00   10.00    0.00    0.00   40.00     8  talker
09:22:42 AM  1000     56921   28.00   11.00    0.00    0.00   39.00    18  talker
09:22:43 AM  1000     56921   30.00   10.00    0.00    0.00   40.00     3  talker
09:22:44 AM  1000     56921   30.00   10.00    0.00    0.00   40.00    15  talker
09:22:45 AM  1000     56921   30.00   10.00    0.00    0.00   40.00    13  talker
09:22:46 AM  1000     56921   32.00    8.00    0.00    0.00   40.00     3  talker
09:22:47 AM  1000     56921   28.00    8.00    0.00    0.00   36.00    10  talker
09:22:48 AM  1000     56921   31.00    9.00    0.00    0.00   40.00    17  talker
09:22:49 AM  1000     56921   28.00   12.00    0.00    0.00   40.00    17  talker
09:22:50 AM  1000     56921   26.00   11.00    0.00    0.00   37.00     0  talker
09:22:51 AM  1000     56921   30.00    9.00    0.00    0.00   39.00     6  talker
09:22:52 AM  1000     56921   32.00    8.00    0.00    0.00   40.00    18  talker
09:22:53 AM  1000     56921   30.00   10.00    0.00    0.00   40.00    17  talker
09:22:54 AM  1000     56921   32.00    7.00    0.00    0.00   39.00     3  talker
09:22:55 AM  1000     56921   31.00    9.00    0.00    0.00   40.00    17  talker
09:22:56 AM  1000     56921   28.00   11.00    0.00    0.00   39.00    10  talker
09:22:57 AM  1000     56921   32.00    6.00    0.00    0.00   38.00     3  talker
09:22:58 AM  1000     56921   30.00    9.00    0.00    0.00   39.00    15  talker
Average:     1000     56921   29.38   10.05    0.00    0.00   39.43     -  talker
