Linux 6.5.0-44-generic (npc2408016) 	06/13/2025 	_x86_64_	(22 CPU)

10:31:37 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:31:38 AM  1000     19469   14.00   37.00    0.00    0.00   51.00    19  listener
10:31:39 AM  1000     19469   14.00   34.00    0.00    0.00   48.00    19  listener
10:31:40 AM  1000     19469   15.00   34.00    0.00    0.00   49.00    19  listener
10:31:41 AM  1000     19469   11.00   38.00    0.00    0.00   49.00    10  listener
10:31:42 AM  1000     19469   14.00   33.00    0.00    0.00   47.00    19  listener
10:31:43 AM  1000     19469   12.00   38.00    0.00    0.00   50.00    19  listener
10:31:44 AM  1000     19469   12.00   36.00    0.00    0.00   48.00    19  listener
10:31:45 AM  1000     19469   14.00   35.00    0.00    0.00   49.00    19  listener
10:31:46 AM  1000     19469   12.00   37.00    0.00    0.00   49.00    19  listener
10:31:47 AM  1000     19469   14.00   34.00    0.00    0.00   48.00    19  listener
10:31:48 AM  1000     19469   11.00   38.00    0.00    0.00   49.00    10  listener
10:31:49 AM  1000     19469   15.00   33.00    0.00    0.00   48.00    10  listener
10:31:50 AM  1000     19469   12.00   36.00    0.00    0.00   48.00    10  listener
10:31:51 AM  1000     19469   12.00   37.00    0.00    0.00   49.00    19  listener
10:31:52 AM  1000     19469   15.00   33.00    0.00    0.00   48.00     6  listener
10:31:53 AM  1000     19469    7.00   42.00    0.00    0.00   49.00     6  listener
10:31:54 AM  1000     19469   14.00   35.00    0.00    0.00   49.00     6  listener
10:31:55 AM  1000     19469   13.00   35.00    0.00    0.00   48.00     6  listener
10:31:56 AM  1000     19469   13.00   35.00    0.00    0.00   48.00     8  listener
10:31:57 AM  1000     19469   13.00   36.00    0.00    0.00   49.00     8  listener
10:31:58 AM  1000     19469   17.00   33.00    0.00    0.00   50.00     8  listener
10:31:59 AM  1000     19469   12.00   35.00    0.00    0.00   47.00     6  listener
10:32:00 AM  1000     19469   13.00   36.00    0.00    0.00   49.00     6  listener
10:32:01 AM  1000     19469   11.00   37.00    0.00    0.00   48.00     8  listener
10:32:02 AM  1000     19469   10.00   39.00    0.00    0.00   49.00     8  listener
10:32:03 AM  1000     19469   13.00   34.00    0.00    0.00   47.00     8  listener
10:32:04 AM  1000     19469   11.00   40.00    0.00    0.00   51.00    10  listener
10:32:05 AM  1000     19469   13.00   36.00    0.00    0.00   49.00    10  listener
10:32:06 AM  1000     19469   10.00   39.00    0.00    0.00   49.00    10  listener
10:32:07 AM  1000     19469    9.00   40.00    0.00    0.00   49.00    10  listener
10:32:08 AM  1000     19469   15.00   34.00    0.00    0.00   49.00    10  listener
10:32:09 AM  1000     19469   11.00   36.00    0.00    0.00   47.00    10  listener
10:32:10 AM  1000     19469   17.00   32.00    0.00    0.00   49.00    10  listener
10:32:11 AM  1000     19469   12.00   37.00    0.00    0.00   49.00    10  listener
10:32:12 AM  1000     19469   11.00   38.00    0.00    0.00   49.00     8  listener
10:32:13 AM  1000     19469   11.00   38.00    0.00    0.00   49.00     8  listener
10:32:14 AM  1000     19469   13.00   36.00    0.00    0.00   49.00     8  listener
10:32:15 AM  1000     19469   11.00   38.00    0.00    0.00   49.00     8  listener
10:32:16 AM  1000     19469   14.00   34.00    0.00    0.00   48.00    10  listener
10:32:17 AM  1000     19469   11.00   36.00    0.00    0.00   47.00     5  listener
10:32:18 AM  1000     19469   14.00   35.00    0.00    0.00   49.00    10  listener
10:32:19 AM  1000     19469   12.00   37.00    0.00    0.00   49.00     5  listener
10:32:20 AM  1000     19469   13.00   38.00    0.00    0.00   51.00     5  listener
10:32:21 AM  1000     19469   13.00   37.00    0.00    0.00   50.00     5  listener
10:32:22 AM  1000     19469   13.00   35.00    0.00    0.00   48.00     5  listener
10:32:23 AM  1000     19469   16.00   35.00    0.00    0.00   51.00    12  listener
10:32:24 AM  1000     19469   13.00   35.00    0.00    0.00   48.00     5  listener
10:32:25 AM  1000     19469   13.00   39.00    0.00    0.00   52.00     5  listener
10:32:26 AM  1000     19469   13.00   37.00    0.00    0.00   50.00     5  listener
10:32:27 AM  1000     19469   16.00   35.00    0.00    0.00   51.00     5  listener
10:32:28 AM  1000     19469   10.00   39.00    0.00    0.00   49.00    15  listener
10:32:29 AM  1000     19469   10.00   40.00    0.00    0.00   50.00    15  listener
10:32:30 AM  1000     19469   15.00   33.00    0.00    0.00   48.00    15  listener
10:32:31 AM  1000     19469   13.00   35.00    0.00    0.00   48.00    15  listener
10:32:32 AM  1000     19469   12.00   39.00    0.00    0.00   51.00    15  listener
10:32:33 AM  1000     19469   11.00   37.00    0.00    0.00   48.00    15  listener
10:32:34 AM  1000     19469   10.00   38.00    0.00    0.00   48.00    15  listener
10:32:35 AM  1000     19469   14.00   36.00    0.00    0.00   50.00    15  listener
10:32:36 AM  1000     19469   12.00   36.00    0.00    0.00   48.00    15  listener
10:32:37 AM  1000     19469   15.00   34.00    0.00    0.00   49.00    15  listener
Average:     1000     19469   12.67   36.23    0.00    0.00   48.90     -  listener
