Linux 6.5.0-44-generic (npc2408016) 	06/13/2025 	_x86_64_	(22 CPU)

09:53:50 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
09:53:51 AM  1000     16289   14.00    6.00    0.00    0.00   20.00    20  talker
09:53:52 AM  1000     16289   15.00    5.00    0.00    0.00   20.00    17  talker
09:53:53 AM  1000     16289   15.00    6.00    0.00    0.00   21.00     4  talker
09:53:54 AM  1000     16289   14.00    6.00    0.00    0.00   20.00     3  talker
09:53:55 AM  1000     16289   14.00    6.00    0.00    0.00   20.00    14  talker
09:53:56 AM  1000     16289   16.00    5.00    0.00    0.00   21.00     6  talker
09:53:57 AM  1000     16289   13.00    7.00    0.00    0.00   20.00     8  talker
09:53:58 AM  1000     16289   10.00   10.00    0.00    0.00   20.00    12  talker
09:53:59 AM  1000     16289   18.00    2.00    0.00    0.00   20.00    10  talker
09:54:00 AM  1000     16289   14.00    7.00    0.00    0.00   21.00    13  talker
09:54:01 AM  1000     16289   13.00    8.00    0.00    0.00   21.00     3  talker
09:54:02 AM  1000     16289   17.00    4.00    0.00    0.00   21.00     8  talker
09:54:03 AM  1000     16289   13.00    6.00    0.00    0.00   19.00    11  talker
09:54:04 AM  1000     16289   10.00   10.00    0.00    0.00   20.00    17  talker
09:54:05 AM  1000     16289   17.00    5.00    0.00    0.00   22.00     9  talker
09:54:06 AM  1000     16289   13.00    6.00    0.00    0.00   19.00     8  talker
09:54:07 AM  1000     16289   15.00    6.00    0.00    0.00   21.00     0  talker
09:54:08 AM  1000     16289   16.00    4.00    0.00    0.00   20.00    12  talker
09:54:09 AM  1000     16289   17.00    3.00    0.00    0.00   20.00     6  talker
09:54:10 AM  1000     16289   10.00   12.00    0.00    0.00   22.00    11  talker
09:54:11 AM  1000     16289   15.00    5.00    0.00    0.00   20.00     8  talker
09:54:12 AM  1000     16289   15.00    6.00    0.00    0.00   21.00     3  talker
09:54:13 AM  1000     16289   13.00    8.00    0.00    0.00   21.00    12  talker
09:54:14 AM  1000     16289   13.00    6.00    0.00    0.00   19.00    13  talker
09:54:15 AM  1000     16289   15.00    6.00    0.00    0.00   21.00    19  talker
09:54:16 AM  1000     16289   10.00   11.00    0.00    0.00   21.00     3  talker
09:54:17 AM  1000     16289   13.00    6.00    0.00    0.00   19.00    18  talker
09:54:18 AM  1000     16289   12.00    9.00    0.00    0.00   21.00     1  talker
09:54:19 AM  1000     16289   10.00   10.00    0.00    0.00   20.00     4  talker
09:54:20 AM  1000     16289   11.00   10.00    0.00    0.00   21.00    15  talker
09:54:21 AM  1000     16289   14.00    7.00    0.00    0.00   21.00     4  talker
09:54:22 AM  1000     16289   11.00    8.00    0.00    0.00   19.00     4  talker
09:54:23 AM  1000     16289   14.00    8.00    0.00    0.00   22.00    11  talker
09:54:24 AM  1000     16289   12.00    9.00    0.00    0.00   21.00    15  talker
09:54:25 AM  1000     16289   14.00    6.00    0.00    0.00   20.00    14  talker
09:54:26 AM  1000     16289   15.00    6.00    0.00    0.00   21.00    14  talker
09:54:27 AM  1000     16289   10.00   11.00    0.00    0.00   21.00     8  talker
09:54:28 AM  1000     16289   13.00    7.00    0.00    0.00   20.00     5  talker
09:54:29 AM  1000     16289   14.00    8.00    0.00    0.00   22.00     8  talker
09:54:30 AM  1000     16289   13.00    8.00    0.00    0.00   21.00    12  talker
09:54:31 AM  1000     16289   14.00    7.00    0.00    0.00   21.00    18  talker
09:54:32 AM  1000     16289   12.00    9.00    0.00    0.00   21.00     0  talker
09:54:33 AM  1000     16289   11.00    9.00    0.00    0.00   20.00     1  talker
09:54:34 AM  1000     16289   14.00    6.00    0.00    0.00   20.00    12  talker
09:54:35 AM  1000     16289   14.00    7.00    0.00    0.00   21.00    17  talker
09:54:36 AM  1000     16289   10.00   10.00    0.00    0.00   20.00    19  talker
09:54:37 AM  1000     16289   12.00    8.00    0.00    0.00   20.00     0  talker
09:54:38 AM  1000     16289   15.00    4.00    0.00    0.00   19.00    11  talker
09:54:39 AM  1000     16289   13.00    7.00    0.00    0.00   20.00    14  talker
09:54:40 AM  1000     16289   13.00    8.00    0.00    0.00   21.00     1  talker
09:54:41 AM  1000     16289   13.00    7.00    0.00    0.00   20.00     6  talker
09:54:42 AM  1000     16289   11.00    9.00    0.00    0.00   20.00    19  talker
09:54:43 AM  1000     16289   14.00    7.00    0.00    0.00   21.00    10  talker
09:54:44 AM  1000     16289   12.00    8.00    0.00    0.00   20.00     1  talker
09:54:45 AM  1000     16289   15.00    5.00    0.00    0.00   20.00     3  talker
09:54:46 AM  1000     16289   13.00    9.00    0.00    0.00   22.00     3  talker
09:54:47 AM  1000     16289   14.00    6.00    0.00    0.00   20.00    13  talker
09:54:48 AM  1000     16289   14.00    7.00    0.00    0.00   21.00    18  talker
09:54:49 AM  1000     16289   12.00    8.00    0.00    0.00   20.00     5  talker
09:54:50 AM  1000     16289   11.00   10.00    0.00    0.00   21.00    17  talker
Average:     1000     16289   13.30    7.17    0.00    0.00   20.47     -  talker
