Linux 6.5.0-44-generic (npc2408016) 	06/18/2025 	_x86_64_	(22 CPU)

10:02:41 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:02:42 AM  1000     21793    6.00    7.00    0.00    0.00   13.00     1  talker
10:02:43 AM  1000     21793   10.00    3.00    0.00    0.00   13.00     5  talker
10:02:44 AM  1000     21793    8.00    4.00    0.00    0.00   12.00     7  talker
10:02:45 AM  1000     21793    8.00    4.00    0.00    0.00   12.00     8  talker
10:02:46 AM  1000     21793    6.00    6.00    0.00    0.00   12.00     1  talker
10:02:47 AM  1000     21793    9.00    3.00    0.00    0.00   12.00     5  talker
10:02:48 AM  1000     21793    9.00    3.00    0.00    0.00   12.00     5  talker
10:02:49 AM  1000     21793    9.00    4.00    0.00    0.00   13.00    10  talker
10:02:50 AM  1000     21793   10.00    1.00    0.00    0.00   11.00     9  talker
10:02:51 AM  1000     21793    7.00    5.00    0.00    0.00   12.00    19  talker
10:02:52 AM  1000     21793    9.00    3.00    0.00    0.00   12.00     5  talker
10:02:53 AM  1000     21793    9.00    3.00    0.00    0.00   12.00     8  talker
10:02:54 AM  1000     21793   11.00    3.00    0.00    0.00   14.00    16  talker
10:02:55 AM  1000     21793    9.00    4.00    0.00    0.00   13.00    15  talker
10:02:56 AM  1000     21793    9.00    4.00    0.00    0.00   13.00    10  talker
10:02:57 AM  1000     21793    9.00    3.00    0.00    0.00   12.00     5  talker
10:02:58 AM  1000     21793    9.00    3.00    0.00    0.00   12.00     3  talker
10:02:59 AM  1000     21793    9.00    4.00    0.00    0.00   13.00    14  talker
10:03:00 AM  1000     21793    8.00    4.00    0.00    0.00   12.00     5  talker
10:03:01 AM  1000     21793    9.00    2.00    0.00    0.00   11.00    10  talker
10:03:02 AM  1000     21793    8.00    5.00    0.00    0.00   13.00    17  talker
10:03:03 AM  1000     21793    7.00    6.00    0.00    0.00   13.00    21  talker
10:03:04 AM  1000     21793    6.00    6.00    0.00    0.00   12.00    17  talker
10:03:05 AM  1000     21793   10.00    2.00    0.00    0.00   12.00    11  talker
10:03:06 AM  1000     21793    9.00    3.00    0.00    0.00   12.00     6  talker
10:03:07 AM  1000     21793    7.00    6.00    0.00    0.00   13.00     9  talker
10:03:08 AM  1000     21793    8.00    4.00    0.00    0.00   12.00     2  talker
10:03:09 AM  1000     21793    8.00    6.00    0.00    0.00   14.00     7  talker
10:03:10 AM  1000     21793    7.00    5.00    0.00    0.00   12.00     8  talker
10:03:11 AM  1000     21793    7.00    6.00    0.00    0.00   13.00    19  talker
10:03:12 AM  1000     21793    8.00    4.00    0.00    0.00   12.00     8  talker
10:03:13 AM  1000     21793    5.00    7.00    0.00    0.00   12.00     4  talker
10:03:14 AM  1000     21793    5.00    6.00    0.00    0.00   11.00     4  talker
10:03:15 AM  1000     21793    7.00    6.00    0.00    0.00   13.00     6  talker
10:03:16 AM  1000     21793    6.00    6.00    0.00    0.00   12.00     5  talker
10:03:17 AM  1000     21793    9.00    5.00    0.00    0.00   14.00    19  talker
10:03:18 AM  1000     21793    8.00    6.00    0.00    0.00   14.00     3  talker
10:03:19 AM  1000     21793    7.00    6.00    0.00    0.00   13.00    19  talker
10:03:20 AM  1000     21793    8.00    7.00    0.00    0.00   15.00    13  talker
10:03:21 AM  1000     21793    9.00    3.00    0.00    0.00   12.00     3  talker
10:03:22 AM  1000     21793    9.00    5.00    0.00    0.00   14.00     1  talker
10:03:23 AM  1000     21793    8.00    5.00    0.00    0.00   13.00     0  talker
10:03:24 AM  1000     21793    9.00    3.00    0.00    0.00   12.00    12  talker
10:03:25 AM  1000     21793   11.00    1.00    0.00    0.00   12.00     2  talker
10:03:26 AM  1000     21793   11.00    1.00    0.00    0.00   12.00     6  talker
10:03:27 AM  1000     21793   11.00    1.00    0.00    0.00   12.00    13  talker
10:03:28 AM  1000     21793   11.00    1.00    0.00    0.00   12.00     9  talker
10:03:29 AM  1000     21793    9.00    3.00    0.00    0.00   12.00     0  talker
10:03:30 AM  1000     21793    8.00    3.00    0.00    0.00   11.00    12  talker
10:03:31 AM  1000     21793    9.00    3.00    0.00    0.00   12.00    13  talker
10:03:32 AM  1000     21793    7.00    6.00    0.00    0.00   13.00     1  talker
10:03:33 AM  1000     21793    7.00    5.00    0.00    0.00   12.00    10  talker
10:03:34 AM  1000     21793    9.00    4.00    0.00    0.00   13.00    18  talker
10:03:35 AM  1000     21793    8.00    4.00    0.00    0.00   12.00    15  talker
10:03:36 AM  1000     21793    8.00    4.00    0.00    0.00   12.00     1  talker
10:03:37 AM  1000     21793    8.00    4.00    0.00    0.00   12.00     0  talker
10:03:38 AM  1000     21793    8.00    3.00    0.00    0.00   11.00    12  talker
10:03:39 AM  1000     21793    8.00    4.00    0.00    0.00   12.00     5  talker
10:03:40 AM  1000     21793    8.00    4.00    0.00    0.00   12.00     1  talker
10:03:41 AM  1000     21793    8.00    4.00    0.00    0.00   12.00    12  talker
Average:     1000     21793    8.28    4.10    0.00    0.00   12.38     -  talker
